algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
ppo,43,140.0,-578.8723909543927,0.0,1.2244581752565864,-667.5377394330275,490.1186519161241,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,159.0,-435.5208939760708,0.0,1.225924036439892,-515.9981457587033,399.21191639257023,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,0.0,-796.9501623167374,0.0,1.2645243597804665,-760.5224320508737,560.5500932438395,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,20.0,-808.1077141913879,0.0,1.2081611761841486,-724.2053537516117,560.6234980293705,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,40.0,-609.480568155965,0.0,1.153458819190746,-527.2891464138396,398.0668909393304,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,60.0,-374.14855481333586,0.0,1.2299222023630136,-569.8742451531424,424.4489775672745,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,80.0,-753.3090293944268,0.0,1.2397606184770211,-563.5250070668721,424.87970890152314,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,100.0,-721.0602434144671,0.0,1.1555164960036564,-620.7787987403827,465.86118807295213,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,120.0,-407.750469265855,0.0,1.2728474928296691,-680.6795993673159,493.24078436311584,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,140.0,-725.8314005366714,0.0,1.194046818286779,-564.4402782890663,419.7786172914519,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,7,159.0,-169.57011741125876,0.0,1.1458375239376437,-463.9428847808731,359.61190104784873,0.0,nonlinear_very_strong,nonlinear,very_strong,
sac,29,,,,,-27.827969314493487,22.527841206052464,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
sac,29,,,,,-84.31729314267409,70.91445187389259,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
sac,29,,,,,-31.285400087328114,25.304041537914177,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
sac,29,,,,,-35.80899830204989,29.06018472449248,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
sac,43,,,,,-37.12715699022421,29.507320897661128,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
sac,43,,,,,-74.50778145460691,63.866871189572706,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
sac,43,,,,,-54.569237345516115,42.8203429270436,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
sac,43,,,,,-43.45456921636717,34.73731680709618,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
sac,7,,,,,-27.347247563261767,22.265669374431432,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
sac,7,,,,,-69.48507452256204,59.860878486153666,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
sac,7,,,,,-34.82085428242404,27.915487565304737,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
sac,7,,,,,-38.11996632374142,30.916436841797076,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
td3,29,,,,,-37.64972362511569,30.695876040642716,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
td3,29,,,,,-56.48711749381491,43.678882208337875,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
td3,29,,,,,-34.90664936958895,28.525599499317785,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
td3,29,,,,,-39.519661036021006,31.227214162711807,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
td3,43,,,,,-102.87604816581651,78.24897533298305,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
td3,43,,,,,-40.49794945746941,31.878637600067343,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
td3,43,,,,,-34.16935570708332,27.5411425587761,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
td3,43,,,,,-34.26507275297759,27.340391236156716,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
td3,7,,,,,-43.1113935381993,34.840230694036734,0.0,nonlinear_very_strong,nonlinear,very_strong,3000.0
td3,7,,,,,-45.831385613198805,35.64213811050783,0.0,nonlinear_very_strong,nonlinear,very_strong,6000.0
td3,7,,,,,-58.86247366455531,46.44277236055976,0.0,nonlinear_very_strong,nonlinear,very_strong,9000.0
td3,7,,,,,-46.6152822710917,36.507224187273685,0.0,nonlinear_very_strong,nonlinear,very_strong,12000.0
ppo,29,0.0,-496.3839338077122,0.0,2.170936465729028,-555.7818261540729,425.39193034824564,0.0,zlb_extreme,zlb,extreme,
ppo,29,20.0,-540.3190705742065,0.0,2.0405147571582347,-498.62047132313137,383.15745327442676,0.0,zlb_extreme,zlb,extreme,
ppo,29,40.0,-455.61910318634057,0.0,1.9122769986279309,-445.0682038538024,340.7065216595861,0.0,zlb_extreme,zlb,extreme,
ppo,29,60.0,-376.0756632330667,0.0,1.827880451688543,-380.59816266661096,294.0735823005964,0.0,zlb_extreme,zlb,extreme,
ppo,29,80.0,-494.4757187264352,0.0,1.5774476716760546,-356.38655986371805,279.64373859829954,0.0,zlb_extreme,zlb,extreme,
ppo,29,100.0,-254.81096257819678,0.0,1.5612501774448901,-330.81318334029265,258.5077366168294,0.0,zlb_extreme,zlb,extreme,
ppo,29,120.0,-257.9205549519726,0.0,1.455422707600519,-289.76779082148187,229.42382733684747,0.0,zlb_extreme,zlb,extreme,
ppo,29,140.0,-262.6721938541208,0.0,1.356375910108909,-251.80121819056097,200.0705627941423,0.0,zlb_extreme,zlb,extreme,
ppo,29,159.0,-243.71358605599056,0.0,1.304336131317541,-231.90193538576165,185.34996841035144,0.0,zlb_extreme,zlb,extreme,
ppo,43,0.0,-561.1077322722927,0.0,2.171924125403166,-559.0586674829955,427.76538113448714,0.0,zlb_extreme,zlb,extreme,
